chr3	50088195	50181665
chr3	50533498	50732399
chr3	50862238	51060690
chr3	51093159	51217156
chr3	51386247	51548065
chr3	51632731	52022989
chr8	85631859	85777530
chr8	85473383	85616128
chr8	84505053	84655546
chr8	83323345	83539146
chr8	82440559	82617709
chr8	82060027	82440328
chr8	81512315	81699844
chr8	81486900	81512315
chr8	80878337	81177324
chr8	80663494	80850086
chr3	79328451	80241347
chr3	79057429	79244024
chr3	78592798	78841897
chr3	77942360	78396289
chr3	77821788	77875552
chr3	76909802	77346901
chr3	76488169	76681075
chr3	76396900	76463497
chr3	76327658	76353479
chr8	69837917	69857993
chr8	68147051	69216625
chr8	67421001	67801520
chr8	66643456	67410627
chr8	65078630	66531065
chr8	64838799	64928640
chr8	64665744	64835721
chr8	63368293	64401598
chr8	62377573	63311545
chr8	61882292	61989264
chr8	61544409	61578181
chr8	61238365	61507235
chr8	60403851	60488816
chr8	60033895	60179079
chr8	59842263	59930294
chr8	55775344	55798786
chr8	55624734	55773996
chr8	55085246	55112103
chr8	54475745	54804927
chr8	52548513	53070793
chr8	52328338	52536921
chr8	52166581	52237218
chr8	51582013	51623196
chr8	51488009	51581765
chr8	50384296	50708189
chr8	49810600	50138136
chr8	49100499	49691359
chr8	48750511	49061495
chr8	48114273	48723736
chr8	47321621	48086203
chr8	47054401	47281189
chr8	46726828	46993795
chr8	46561439	46658258
chr8	46204506	46253103
chr8	45667381	46066717
chr8	45137669	45400462
chr8	44392764	44436747
chr8	44164489	44329174
